,date,station,humidity,wind,sunshine,temperature,aqi,status,month,year
130,2016-02-10,5,59.84708333333333,8.082500000000001,82.84833333333331,7.116666666666667,31.2,0,2,2016
131,2016-02-10,6,76.39999999999999,1.9154166666666672,39.17666666666667,5.987916666666666,13.3,3,2,2016
132,2016-02-11,1,66.76875,1.9787499999999998,91.97583333333336,5.371250000000001,59.7,1,2,2016
133,2016-02-11,2,69.36166666666665,1.4574999999999998,71.03833333333334,5.610833333333333,50.0,0,2,2016
134,2016-02-11,3,64.42375,1.6283333333333336,63.73541666666667,5.872083333333335,12.4,1,2,2016
135,2016-02-11,4,59.797499999999985,2.05625,99.98458333333332,5.437916666666667,22.3,1,2,2016
136,2016-02-11,5,74.25541666666668,7.097083333333335,93.30208333333336,2.4204166666666667,35.8,0,2,2016
137,2016-02-11,6,54.39499999999999,0.7034782608695652,79.92208333333333,3.6216666666666666,25.3,1,2,2016
138,2016-02-12,1,80.39083333333333,1.4295833333333334,81.34249999999999,4.703333333333333,73.1,2,2,2016
139,2016-02-12,2,80.53666666666668,0.6508333333333333,69.13708333333332,5.115833333333334,95.3,1,2,2016
140,2016-02-12,3,76.88666666666666,0.8224999999999998,81.52416666666666,5.324166666666667,7.5,2,2,2016
141,2016-02-12,4,76.54375000000002,1.0329166666666667,97.82333333333337,4.38875,52.8,2,2,2016
142,2016-02-12,5,69.22583333333334,3.449583333333333,97.02833333333335,3.9129166666666664,32.1,0,2,2016
143,2016-02-12,6,79.57190476190478,1.0004166666666665,79.57791666666667,4.086666666666666,24.1,2,2,2016
144,2016-02-13,1,84.21750000000002,2.39625,54.409166666666664,6.7575,59.7,1,2,2016
145,2016-02-13,2,85.89208333333333,1.30875,44.04625000000001,6.903750000000001,35.6,1,2,2016
146,2016-02-13,3,83.03125,1.361666666666667,62.32583333333333,7.075,57.3,2,2,2016
147,2016-02-13,4,80.63125,2.512916666666667,62.59,6.767500000000001,51.3,2,2,2016
148,2016-02-13,5,76.32375,6.253333333333333,83.63333333333331,6.734583333333334,45.0,0,2,2016
149,2016-02-14,1,56.64416666666667,2.6612500000000003,105.93291666666666,10.888333333333334,9.0,1,2,2016
150,2016-02-14,2,64.12625,1.6300000000000001,128.85208333333335,11.107916666666668,20.6,1,2,2016
151,2016-02-14,3,59.656666666666666,1.566666666666667,119.19041666666665,11.880833333333335,2.1,1,2,2016
152,2016-02-14,4,53.23333333333334,3.243333333333334,140.37875000000005,11.514583333333336,35.4,0,2,2016
153,2016-02-14,5,51.49916666666667,7.946249999999999,105.41625,9.225000000000001,13.7,0,2,2016
154,2016-02-15,1,50.954583333333346,2.57,130.6275,13.375416666666665,36.2,2,2,2016
155,2016-02-15,2,59.89458333333332,1.5249999999999997,122.22166666666662,13.21583333333333,64.4,1,2,2016
156,2016-02-15,3,54.26,2.0141666666666667,135.35958333333335,14.232916666666666,51.5,1,2,2016
157,2016-02-15,4,49.74208333333333,3.154583333333333,131.77416666666664,13.915416666666667,39.1,1,2,2016
158,2016-02-15,5,55.06041666666667,5.6137500000000005,72.97333333333334,11.293333333333331,32.2,1,2,2016
159,2016-02-15,6,42.05636363636364,1.1782608695652175,84.7186956521739,6.724782608695653,77.3,1,2,2016
160,2016-02-16,1,61.74375,1.8162500000000001,90.29875,13.94375,17.1,3,2,2016
161,2016-02-16,2,70.29583333333333,0.9829166666666668,80.32750000000003,13.700000000000003,43.0,2,2,2016
162,2016-02-16,3,66.63416666666666,0.8387499999999998,91.71416666666669,13.945833333333333,27.2,3,2,2016
163,2016-02-16,4,62.66500000000001,1.3841666666666665,87.49999999999999,13.117916666666664,41.1,3,2,2016
164,2016-02-16,5,26.517500000000002,5.027916666666667,97.90541666666662,16.855833333333333,54.5,1,2,2016
165,2016-02-16,6,63.78166666666666,1.2737500000000002,89.25833333333333,13.831249999999999,23.8,3,2,2016
166,2016-02-17,1,69.265,1.5041666666666667,80.34458333333333,11.395833333333336,6.1,3,2,2016
167,2016-02-17,2,77.11333333333333,0.8379166666666666,78.57083333333334,11.494166666666667,103.3,2,2,2016
168,2016-02-17,3,71.90291666666667,1.0850000000000002,93.25458333333334,12.100000000000001,38.4,3,2,2016
169,2016-02-17,4,65.75875,1.3224999999999998,86.28750000000001,11.350833333333334,26.6,3,2,2016
170,2016-02-17,5,31.03,2.2808333333333333,97.94583333333328,15.791666666666666,69.1,1,2,2016
171,2016-02-17,6,69.13375,1.4525,83.75041666666668,11.637500000000003,121.4,2,2,2016
172,2016-02-18,1,85.61124999999998,2.8649999999999998,41.34291666666666,7.874166666666665,68.7,1,2,2016
173,2016-02-18,2,84.73291666666667,1.7074999999999996,34.10583333333333,8.449166666666665,50.2,1,2,2016
174,2016-02-18,3,83.84291666666665,2.192083333333333,38.76833333333334,8.261249999999999,92.7,1,2,2016
175,2016-02-18,4,81.04208333333335,3.262916666666667,45.15041666666667,8.158333333333333,88.8,1,2,2016
176,2016-02-18,5,62.12833333333333,3.5308333333333337,68.21833333333332,10.051249999999998,31.3,1,2,2016
177,2016-02-18,6,85.27958333333335,2.7616666666666663,39.876250000000006,7.959583333333334,77.7,1,2,2016
178,2016-02-19,1,83.75916666666666,1.5149999999999997,46.7225,7.115000000000001,12.1,2,2,2016
179,2016-02-19,2,83.75333333333332,0.8266666666666667,34.293333333333344,7.435416666666665,20.2,1,2,2016
180,2016-02-19,3,84.12083333333332,0.9358333333333334,40.37,7.154166666666666,64.8,1,2,2016
181,2016-02-19,4,84.075,1.1537500000000003,46.90041666666665,6.517499999999998,27.9,2,2,2016
182,2016-02-19,5,86.97375,3.14625,71.40374999999999,7.715833333333332,22.3,1,2,2016
183,2016-02-19,6,84.23458333333332,1.2750000000000001,43.718333333333355,7.171250000000001,85.0,1,2,2016
184,2016-02-20,1,87.64583333333333,1.8620833333333329,35.41958333333333,5.6191666666666675,56.7,1,2,2016
185,2016-02-20,2,88.16333333333334,1.0624999999999998,29.64833333333333,5.871249999999999,18.0,1,2,2016
186,2016-02-20,3,88.22833333333331,1.2466666666666666,31.365416666666665,5.568333333333334,49.8,1,2,2016
187,2016-02-20,4,85.21166666666666,1.0391666666666668,41.50833333333333,5.204166666666667,30.5,1,2,2016
188,2016-02-20,5,98.95,2.983333333333334,56.43166666666664,3.159166666666667,33.3,0,2,2016
189,2016-02-20,6,87.39958333333333,1.4533333333333334,33.411666666666655,5.805416666666669,57.9,1,2,2016
190,2016-02-21,1,68.22458333333334,2.0620833333333333,100.75916666666664,4.7825,82.4,1,2,2016
191,2016-02-21,2,70.39708333333333,1.45125,96.58333333333331,4.980833333333334,36.9,1,2,2016
192,2016-02-21,3,67.41208333333331,1.7270833333333335,106.47875,5.237500000000001,45.9,1,2,2016
193,2016-02-21,4,61.7525,2.3975,91.73583333333335,4.950000000000001,21.0,1,2,2016
194,2016-02-21,5,70.67333333333332,10.857916666666666,71.8504166666667,3.1187500000000004,9.6,0,2,2016
195,2016-02-21,6,68.21416666666666,1.61125,97.69125000000001,4.982916666666667,73.4,1,2,2016
196,2016-02-22,1,61.076666666666675,1.19625,170.41666666666666,10.979166666666666,78.4,2,2,2016
197,2016-02-22,2,67.31625000000001,0.4720833333333334,134.8345833333333,10.6225,95.7,2,2,2016
198,2016-02-22,3,62.953333333333326,0.6341666666666665,140.17541666666668,11.355000000000002,49.7,2,2,2016
199,2016-02-22,4,61.07458333333333,0.9587499999999998,151.58249999999995,10.279166666666669,78.4,2,2,2016
200,2016-02-22,5,48.04916666666668,5.427916666666667,116.02083333333337,12.807083333333333,12.5,0,2,2016
201,2016-02-22,6,63.557083333333345,0.9591666666666668,159.30416666666667,10.871666666666668,11.3,2,2,2016
202,2016-02-23,1,56.220416666666665,1.4320833333333332,145.94500000000002,13.682916666666664,2.7,3,2,2016
203,2016-02-23,2,66.56791666666668,0.6858333333333335,112.0779166666667,13.116666666666665,21.1,3,2,2016
204,2016-02-23,3,60.64875,0.9645833333333335,116.34166666666668,14.237083333333333,25.1,3,2,2016
205,2016-02-23,4,58.603333333333325,1.56625,120.96541666666668,13.078333333333335,11.0,3,2,2016
